Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10
0.660808619664312,0.836968283642088,3.49872502785599,0.833437278352533,0.899174541110025,0.821747977567125,0.852188589717052,0.85871949796437,20.0997512422418,0.195298
0.712543821344315,0.851127318836893,2.52755458962003,0.865232225401717,0.874638233054075,0.91192615018115,0.790328487492636,0.892893068007872,16.6132477258361,0.0562883
0.729135543602608,0.85263223162558,2.32888573488377,0.872948614474038,0.865221601081516,0.940205469254057,0.765058993997102,0.901156402072105,20.0997512422418,0.4763128
0.674698040589183,0.842323569476821,3.4187322248697,0.84249883826155,0.895137322681955,0.843079060995583,0.841568077958059,0.868328639121612,20.0997512422418,0.9800716
0.656615276799932,0.80562743282179,2.90177490209851,0.838396067209627,0.819027912527582,0.946875775472728,0.664379090170852,0.878323880377136,14.142135623731,0.5904898
0.800040699159311,0.898080610693427,1.43175966451627,0.905764668476533,0.917092722029425,0.931202541069036,0.864958680317819,0.92409377462569,8.24621125123532,0.1771582
0.803077011535137,0.890835849865463,1.49484738091183,0.907134296964805,0.895756431961367,0.961089880391086,0.82058181933984,0.927273772014672,9.16515138991168,0.0457518
0.79834897493852,0.886576835687198,1.56482411416089,0.90469464622007,0.889867599392019,0.964673184773438,0.808480486600959,0.925761696331188,9.16515138991168,0.2408499
0.802828162628796,0.896800662366612,1.39668781703353,0.907305500525839,0.910538686621576,0.942081492878058,0.851519831855166,0.926041565030735,8,0.578859
0.762802703324191,0.862737527241075,1.77483648399214,0.887256340646171,0.864760419067203,0.96842523202144,0.757049822460711,0.913661754859131,7.48331477354788,0.5499529
