Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10
0.579276046398388,0.811565821033678,5.41045834826212,0.810145524539946,0.919477785391838,0.808388663565275,0.81474297850208,0.860362117175777,34.117444218464,0.6775125
0.709477053895104,0.87326531177175,3.28556854483129,0.874165836560138,0.94678096978492,0.875279756691904,0.871250866851595,0.909627439779418,15.7480157480236,0.2088619
0.733965457025423,0.878445664637339,2.96583486023214,0.889116741688324,0.941984442441573,0.902316519982029,0.854574809292649,0.921723884874133,14.2828568570857,2.2539511
0.649554893807586,0.844552821512943,4.24471463270265,0.846178389268782,0.933120903048883,0.848189164177065,0.840916478848821,0.888630287781098,23.832750575626,4.4637135
0.584071340795647,0.770036554711077,3.26908630711581,0.84169057123812,0.861847076829834,0.930324279671807,0.609748829750347,0.894777453093653,23.6643191323985,3.19618
0.765687435757455,0.878121243441634,2.45013750756381,0.907267239377757,0.929553902587308,0.943319896730703,0.812922590152566,0.936386308264426,15.2315462117278,0.6426984
0.76141970219049,0.86971675915703,2.26830219914596,0.906554221559801,0.92135072324398,0.952120974971481,0.78731254334258,0.936483160905321,12.8062484748657,0.1381654
0.755417048137885,0.865547665509281,2.33492831053102,0.904374723817941,0.918445415649264,0.952402543223832,0.77869278779473,0.935115807276527,13.4164078649987,0.8299254
0.759244574484675,0.871467464273239,2.52080534287647,0.905321419744302,0.923866181213109,0.947197671264925,0.795737257281553,0.935386458614457,15.2315462117278,1.9542765
0.721127373962312,0.860244340331385,2.65060757223378,0.888526554670941,0.922502311095118,0.923510742035863,0.796977938626907,0.92300625112514,14.422205101856,1.7534794
