Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10
0.598083316579262,0.80730705633377,4.29719703206857,0.834328677004571,0.900297345912411,0.867445589379613,0.747168523287926,0.883566208921527,18.7616630392937,0.064025
0.647272369656869,0.811445383380533,3.03024935339605,0.863317527446709,0.889191756961567,0.926890518522012,0.696000248239054,0.907649856839383,18.7616630392937,0.0279313
0.674010572971245,0.807917580360982,2.40107394231563,0.875535050621556,0.880428896350049,0.958405055530666,0.657430105191299,0.917763677828708,14.560219778561,0.1554873
0.608179475687092,0.803908099138132,4.11341471995678,0.843735315476953,0.891894439208294,0.89254639345422,0.715269804822044,0.89222029723391,18.7616630392937,0.3100099
0.678222783021883,0.803679304703359,2.03231115614,0.877158357896536,0.87614541726296,0.967212148364734,0.640146461041983,0.919429314325421,10.3923048454133,0.1550821
0.778558296065311,0.869394304039178,1.3654832364825,0.913981801871075,0.917299361350543,0.968626942394303,0.770161665684054,0.942264683281531,6.6332495807108,0.0741694
0.816903559930004,0.896075082540096,1.05882324563805,0.928335255670896,0.935468799854141,0.967872385578533,0.82427777950166,0.951394763985305,5.65685424949238,0.0205673
0.798004708246819,0.877236702769899,1.29469917171941,0.921346490665983,0.920758580777278,0.975406163785989,0.779067241753809,0.94729489895231,7.48331477354788,0.1169758
0.783828802578237,0.870535399058368,1.2665943050154,0.91599812038105,0.917275074567066,0.971715909358863,0.769354888757874,0.94371099788172,6.6332495807108,0.2324854
0.792048152592152,0.88405015972304,1.15805430656162,0.918715024136016,0.929082621082621,0.961199273739065,0.806901045707016,0.94486810996245,6,0.1147329
