Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10
0.531715168930661,0.766261308798389,4.38471948918733,0.813376287794892,0.872145907242564,0.870533196497749,0.66198942109903,0.871338805652468,20.3960780543711,0.2063959
0.588336892167289,0.786081826842268,3.86101367888792,0.840028188865398,0.877978591791727,0.90547249882118,0.666691154863356,0.891513620536629,20.8806130178211,0.0656609
0.621907999311182,0.780492024919822,2.70820985669232,0.857350917816034,0.865992840598021,0.950591259164748,0.610392790674895,0.906322173445461,14.560219778561,0.5154401
0.531904266207824,0.760665965057043,4.4381351899849,0.817081110104366,0.865593001292375,0.885520391275807,0.63581153883828,0.875443311030675,20.8806130178211,0.936765
0.600342657099275,0.765327972150968,2.89112208855629,0.850095640793315,0.856672651107121,0.952930408010429,0.577725536291507,0.902241422324934,17.6635217326557,0.5105051
0.789470303167589,0.901202356193658,1.33321906626762,0.914574314574315,0.95049897561298,0.930796327628769,0.871608384758546,0.940544479530634,10.770329614269,0.1801331
0.809590308714385,0.905256618519121,1.25660058640525,0.924145105540454,0.948374672480997,0.947059421777198,0.863453815261044,0.947716590799748,10.770329614269,0.0453829
0.812543045797404,0.902124923346096,1.17399667073422,0.926071344675996,0.943717684029744,0.955121626494328,0.849128220197865,0.949385410683515,7.21110255092798,0.299306
0.797009786380295,0.901424297584201,1.25214027378226,0.918581160441626,0.947975368538907,0.939394779907359,0.863453815261044,0.943665569172328,7.21110255092798,0.6267833
0.791319135983459,0.893356851606435,1.26318913035344,0.917413336017987,0.940052519465256,0.946597139396629,0.840116563816241,0.943313478078601,8.94427190999916,0.3615836
